event_id,zone_id,latitude,longitude,temperature,humidity,rainfall,animal_density_score,distance_to_road,distance_to_water,distance_to_ranger_station,elevation,hour,month,season,species,historical_incident_count,acoustic_risk,poaching_incident
evt_22e74f46,ZONE_C03,-1.93357,34.92844,27.8,37.9,0.0,38,25393.1,20599.8,10853.7,1538.2,12,2,Short Dry,Zebra,3,0.16,0
evt_ce87762c,ZONE_C02,-2.07016,34.80644,28.8,44.1,0.0,37,11829.0,23178.9,22880.0,1418.6,12,2,Short Dry,Zebra,6,0.14,0
evt_9cfa6abf,ZONE_E02,-1.53551,34.78944,31.7,36.6,0.0,35,9958.8,29433.2,56703.3,1306.3,14,2,Short Dry,Zebra,7,0.26,0
evt_5f90f1ee,ZONE_D02,-1.74837,34.8782,30.9,35.8,0.0,37,19808.9,10415.6,31082.3,1345.9,14,2,Short Dry,Zebra,1,0.13,0
evt_f9eac7aa,ZONE_A02,-2.42137,34.83091,28.4,39.1,0.0,30,13504.9,43991.5,25763.7,1320.1,15,2,Short Dry,Buffalo,26,0.22,0
evt_b3c664c8,ZONE_C03,-1.9924,35.00051,31.5,36.9,,39,33396.3,30891.3,846.5,1599.2,15,2,Short Dry,Zebra,3,0.26,0
evt_72d4d62d,ZONE_E04,-1.65436,35.13526,29.3,36.2,0.0,36,48389.1,40629.8,30039.7,1341.3,15,2,Short Dry,Elephant,15,0.22,0
evt_431fc483,ZONE_C03,-2.06357,34.93764,28.2,42.9,0.0,33,26309.0,32864.2,9899.3,1518.3,15,2,Short Dry,Buffalo,3,0.26,0
evt_91ad19d8,ZONE_A04,-2.31367,35.1532,28.5,42.3,0.0,22,1520.6,13668.0,38811.3,1374.3,16,2,Short Dry,Zebra,0,0.26,0
evt_e2216e66,ZONE_D04,-1.84989,35.24202,30.4,43.6,0.0,37,50056.9,39209.9,31655.0,1380.2,16,2,Short Dry,Zebra,11,0.14,0
evt_0d0f2e8d,ZONE_D02,-1.8748,34.84797,28.2,43.2,0.0,37,16465.8,9879.5,21891.8,1436.5,17,2,Short Dry,Zebra,1,0.16,0
evt_c130d207,ZONE_C03,-2.00388,35.0037,27.5,38.8,0.0,32,32935.1,30844.3,596.0,1572.7,18,2,Short Dry,Zebra,3,0.13,0
evt_c72059cf,ZONE_D02,-1.7395,34.85511,27.7,47.6,0.0,36,17250.4,9098.1,33140.6,1361.6,18,2,Short Dry,Zebra,1,0.19,0
evt_72059f18,ZONE_C03,-1.9755,35.02738,21.3,51.1,1.5,37,36085.0,31481.9,4084.6,1601.8,20,2,Short Dry,Zebra,3,0.42,0
evt_46de12f4,ZONE_A04,-2.39885,35.15421,22.8,52.6,0.0,33,10992.7,22689.3,47545.3,1294.4,21,2,Short Dry,Buffalo,0,0.33,0
evt_3a8bf9c6,ZONE_B02,-2.22646,34.89966,21.9,55.3,0.0,35,8231.9,33501.0,27539.1,1441.0,22,2,Short Dry,Lion,22,0.31,0
evt_0914ac13,ZONE_C03,-1.96353,35.00263,20.5,53.7,0.0,33,33637.4,28944.1,4065.8,1524.1,22,2,Short Dry,Zebra,3,0.4,0
evt_fd17b310,ZONE_D02,-1.88402,34.85273,22.5,53.9,10.4,31,16978.3,11028.2,20837.1,1495.7,22,2,Short Dry,Zebra,1,0.35,0
evt_52cba0ba,ZONE_E04,-1.59681,35.21371,18.6,59.4,0.0,34,57102.2,51232.8,20709.9,1345.1,23,2,Short Dry,Buffalo,15,0.41,0
evt_036c0803,ZONE_D01,-1.83267,34.62558,16.4,86.7,0.0,37,8298.8,19722.1,45580.7,1332.3,4,3,Wet,Elephant,7,0.41,1
evt_10b476de,ZONE_B02,-2.28981,34.82344,15.2,81.7,12.5,18,1184.1,32586.1,27684.1,1399.6,5,3,Wet,Elephant,22,0.37,0
evt_26b6004f,ZONE_C05,-1.96347,35.35994,17.8,86.9,17.8,38,37421.2,31742.5,40205.3,1394.5,6,3,Wet,Elephant,7,0.24,0
evt_0a77268a,ZONE_D02,-1.78839,34.76622,21.7,91.1,0.0,48,7365.8,3970.0,35052.3,1399.2,7,3,Wet,Buffalo,1,0.22,0
evt_60279cee,ZONE_C02,-1.91507,34.76623,18.2,86.5,9.3,35,7400.5,13334.1,27642.0,1429.0,7,3,Wet,Rhino,6,0.16,0
evt_8ffc5ff5,ZONE_A04,-2.45498,35.10643,18.3,81.6,6.7,40,17245.5,30198.6,51955.6,1331.1,7,3,Wet,Zebra,0,0.28,0
evt_74be8779,ZONE_A03,-2.36753,35.04692,21.1,81.7,0.0,38,7522.8,25225.3,41198.5,1400.9,8,3,Wet,Zebra,6,0.2,0
evt_d4dc9e7e,ZONE_A03,-2.34415,35.04798,23.1,66.3,0.0,34,4920.9,23285.7,38637.2,1367.1,11,3,Wet,Zebra,6,0.27,0
evt_630dbc39,ZONE_D02,-1.77077,34.78149,24.6,74.1,31.0,48,9077.1,3847.0,35205.7,1384.8,11,3,Wet,Zebra,1,0.29,0
evt_fff57bd2,ZONE_B03,-2.29846,35.09358,25.8,75.4,0.0,11,258.8,16114.3,34778.2,1408.9,12,3,Wet,None Detected,3,0.37,0
evt_997b52fa,ZONE_E04,-1.59713,35.19675,26.9,65.4,0.0,39,55217.8,49532.5,22593.3,1320.8,12,3,Wet,Zebra,15,0.27,0
evt_34004987,ZONE_D02,-1.76094,34.75168,27.9,74.9,27.3,41,5764.4,6906.7,38317.1,1402.0,13,3,Wet,Zebra,1,0.21,0
evt_2907e3db,ZONE_A05,-2.3732,35.3666,25.3,68.0,0.0,37,8206.7,26711.7,58149.0,1334.9,13,3,Wet,Buffalo,7,0.23,0
evt_c980ce2c,ZONE_C03,-2.05915,34.98736,28.9,70.8,6.7,31,26782.4,28347.2,6725.8,1629.2,14,3,Wet,Elephant,3,0.18,0
evt_60b4024c,ZONE_D01,-1.74113,34.6058,28.9,73.5,0.0,37,10478.5,22554.9,52420.3,1319.3,15,3,Wet,Buffalo,7,0.27,0
evt_74426ee0,ZONE_D02,-1.8057,34.73095,25.1,67.8,,31,3440.1,7700.4,36889.3,1392.4,15,3,Wet,Zebra,1,0.2,0
evt_e9a44513,ZONE_A04,-2.41602,35.13913,24.5,74.7,0.0,32,12920.4,24953.7,48773.6,1347.6,16,3,Wet,Zebra,0,0.12,0
evt_edf432af,ZONE_C03,-2.00702,34.9719,25.0,70.4,4.7,38,30217.7,29914.1,3218.4,1596.4,18,3,Wet,Rhino,3,0.26,0
evt_a5000f0d,ZONE_B03,-2.29598,35.06706,20.3,80.8,0.0,22,659.7,18223.6,33744.9,1385.2,20,3,Wet,Zebra,3,0.54,1
evt_c49b8fc9,ZONE_D02,-1.78009,34.81078,21.3,80.7,0.0,53,12327.6,2517.4,32252.1,1407.6,20,3,Wet,Zebra,1,0.34,0
evt_6e8cd6e8,ZONE_D03,-1.89543,35.02776,22.3,79.1,34.6,32,36435.6,27446.8,12030.4,1509.6,20,3,Wet,Lion,1,0.34,0
evt_f23c4ed8,ZONE_A03,-2.34423,35.07397,20.5,81.7,0.0,30,4925.7,21290.1,39148.6,1391.7,21,3,Wet,Zebra,6,0.37,0
evt_06e5af8d,ZONE_C03,-1.96677,34.94925,15.8,91.1,8.9,40,27700.9,24880.3,6741.9,1486.1,1,3,Wet,Zebra,3,0.35,0
evt_494907f2,ZONE_B01,-2.20964,34.58201,14.1,89.3,0.0,37,10047.9,12354.0,21261.4,1317.1,3,3,Wet,Elephant,29,0.41,1
evt_613b61f7,ZONE_D02,-1.80496,34.81883,15.4,85.0,0.0,62,13206.9,2163.7,29593.0,1469.2,4,3,Wet,Lion,1,0.49,0
evt_4609f062,ZONE_D02,-1.88959,34.79901,17.3,80.6,0.0,36,11005.0,9962.2,25488.3,1471.7,6,3,Wet,Buffalo,1,0.25,0
evt_032ad908,ZONE_A04,-2.42338,35.16403,17.3,79.5,36.4,35,13759.0,25157.9,50482.4,1337.7,6,3,Wet,Zebra,0,0.2,0
evt_942a5a81,ZONE_B03,-2.24993,35.05193,18.9,76.6,0.0,31,5568.0,17364.4,28384.0,1429.1,7,3,Wet,Zebra,3,0.18,0
evt_152a2cc0,ZONE_E03,-1.58292,35.08343,18.2,82.6,0.0,32,42619.0,39686.3,35239.0,1353.7,7,3,Wet,Rhino,6,0.2,0
evt_d16198ab,ZONE_D02,-1.78463,34.78761,21.6,78.9,7.1,63,9738.1,2194.4,33624.7,1406.7,8,3,Wet,Buffalo,1,0.27,0
evt_85267352,ZONE_A03,-2.36534,35.08506,18.7,77.6,26.2,34,7304.7,22385.4,41709.2,1330.3,8,3,Wet,Buffalo,6,0.13,0
evt_32d8477e,ZONE_D02,-1.87916,34.80572,23.3,77.4,41.9,34,11788.4,8825.1,25430.0,1405.8,10,3,Wet,Buffalo,1,0.23,0
evt_1acb87d9,ZONE_D02,-1.72133,34.82791,26.4,67.8,13.6,38,14220.5,9281.4,36413.9,1356.9,11,3,Wet,Zebra,1,0.27,0
evt_45028ffa,ZONE_A03,-2.45239,35.07881,25.5,77.6,8.2,32,16964.7,31127.3,51059.8,1313.6,12,3,Wet,Buffalo,6,0.18,0
evt_85d7dc53,ZONE_A04,-2.31892,35.10727,24.4,79.8,0.0,27,2175.1,16763.4,37411.4,1419.7,12,3,Wet,Rhino,0,0.19,0
evt_98e2481c,ZONE_C03,-1.94509,34.98101,25.6,71.4,24.4,32,31231.8,25787.0,6459.9,1510.9,13,3,Wet,Elephant,3,0.16,0
evt_c8568c75,ZONE_D04,-1.89715,35.22754,26.9,76.6,29.5,38,44801.5,33813.7,27752.1,1473.2,13,3,Wet,Elephant,11,0.15,0
evt_ec7927f5,ZONE_C03,-2.04174,34.92754,27.2,74.5,14.0,33,25306.5,30388.0,9293.6,1536.7,13,3,Wet,Zebra,3,0.26,0
evt_2130789d,ZONE_C01,-1.96034,34.57748,24.9,66.4,0.0,35,13652.3,15730.0,47160.3,1303.4,13,3,Wet,Elephant,1,0.13,0
evt_28ada2a3,ZONE_C03,-1.93015,35.04847,27.6,76.1,14.0,38,38726.4,31176.3,9452.1,1506.3,16,3,Wet,Lion,3,0.14,0
evt_0dcc259c,ZONE_C03,-2.00782,35.07018,25.2,73.0,8.8,37,32489.4,25783.1,7846.8,1548.4,17,3,Wet,Zebra,3,0.21,0
evt_b42a553f,ZONE_C03,-2.02708,35.01704,24.9,69.8,0.0,34,30356.4,27982.1,3557.7,1530.5,17,3,Wet,Elephant,3,0.13,0
evt_18245758,ZONE_A01,-2.40475,34.52747,24.5,72.5,0.0,31,11674.2,34831.8,8075.1,1274.0,17,3,Wet,Elephant,18,0.2,0
evt_953f6dad,ZONE_D02,-1.79449,34.83084,24.3,79.1,0.0,54,14574.1,3481.7,29591.2,1371.5,18,3,Wet,Buffalo,1,0.31,0
evt_d34629ad,ZONE_D02,-1.79787,34.88937,22.6,77.6,0.0,31,21066.7,9935.5,25618.6,1443.9,19,3,Wet,Rhino,1,0.15,0
evt_736bbec0,ZONE_B04,-2.29713,35.24563,24.4,77.6,0.0,23,1100.0,11930.7,42854.5,1318.9,19,3,Wet,Zebra,1,0.38,0
evt_8a6999f4,ZONE_D03,-1.83435,34.99348,19.3,82.0,,39,32628.4,21839.8,18433.7,1419.0,22,3,Wet,Buffalo,1,0.38,0
evt_1dfeb61a,ZONE_A04,-2.48415,35.22992,17.6,83.6,0.0,33,20483.2,31770.3,59588.8,1348.7,22,3,Wet,Lion,0,0.29,0
evt_2f672eac,ZONE_A03,-2.43833,34.95006,15.8,92.0,23.3,31,15381.6,38384.7,39123.5,1323.6,2,3,Wet,Zebra,6,0.35,0
evt_01acbb88,ZONE_C03,-1.99265,34.97389,16.7,94.1,0.0,32,30438.8,28851.0,3014.0,1562.0,4,3,Wet,Buffalo,3,0.27,0
evt_70df9ec3,ZONE_C03,-2.09225,35.03928,15.7,92.0,0.0,33,23120.8,21505.5,11147.8,1525.5,4,3,Wet,Zebra,3,0.32,0
evt_6b06a4e7,ZONE_C03,-1.99225,34.99911,19.0,80.3,5.9,35,33240.4,30767.1,867.7,1591.4,7,3,Wet,Zebra,3,0.12,0
evt_2a95a3c1,ZONE_A04,-2.33407,35.14839,17.8,80.2,0.0,32,3823.7,15972.6,40641.8,1335.7,7,3,Wet,Zebra,0,0.2,0
evt_b6ddddff,ZONE_B04,-2.29732,35.14858,23.3,84.4,0.0,19,580.0,12237.3,36953.9,1355.9,8,3,Wet,Buffalo,1,0.41,0
evt_fac06ac8,ZONE_D02,-1.80152,34.8397,24.0,82.1,0.0,49,15535.2,4416.0,28362.7,1432.9,9,3,Wet,Zebra,1,0.27,0
evt_41a42449,ZONE_B04,-2.28328,35.13377,22.9,81.6,0.0,25,1863.6,11827.9,34830.0,1353.9,10,3,Wet,Zebra,1,0.22,0
evt_4f2093ff,ZONE_D02,-1.81495,34.77454,27.1,71.8,5.4,53,8342.5,3281.7,32422.1,1391.8,12,3,Wet,Zebra,1,0.19,0
evt_6c75f968,ZONE_C03,-2.05137,34.98134,24.3,72.6,13.7,31,27662.3,29385.5,6077.0,1598.9,14,3,Wet,Zebra,3,0.21,0
evt_5e4188e9,ZONE_D01,-1.79277,34.69038,26.2,74.2,21.5,21,1326.1,12209.5,41412.0,1348.7,15,3,Wet,Buffalo,7,0.32,0
evt_68645b74,ZONE_C03,-2.04481,35.01517,29.5,68.6,23.4,31,28381.6,26825.3,5259.8,1592.4,15,3,Wet,Buffalo,3,0.13,0
evt_ca243224,ZONE_D02,-1.71932,34.89024,28.3,71.4,7.7,37,21151.8,13456.4,33509.6,1358.0,15,3,Wet,Zebra,1,0.23,0
evt_b5535e32,ZONE_D02,-1.8636,34.81057,26.2,64.0,0.0,42,12295.4,7168.5,25946.6,1428.7,16,3,Wet,Buffalo,1,0.26,0
evt_5781c828,ZONE_C03,-1.93244,35.06464,25.5,69.6,0.0,39,40525.1,32891.9,10393.5,1554.0,16,3,Wet,Zebra,3,0.25,0
evt_4ef9fee0,ZONE_E05,-1.60603,35.41979,23.3,75.8,0.0,33,77166.4,70418.9,2299.8,1277.7,17,3,Wet,Lion,14,0.18,0
evt_cdef1f98,ZONE_B04,-2.29989,35.18832,23.7,60.9,0.0,15,618.1,11182.7,39367.7,1422.6,17,3,Wet,None Detected,1,0.4,0
evt_c3097cd4,ZONE_D02,-1.77763,34.77494,19.4,84.0,16.6,46,8377.1,3734.4,35171.0,1379.7,21,3,Wet,Zebra,1,0.35,0
evt_49b6255f,ZONE_A03,-2.41386,34.96381,17.9,85.1,0.0,33,12676.3,35414.0,40447.5,1306.7,22,3,Wet,Rhino,6,0.35,0
evt_132e32ee,ZONE_C03,-2.00255,34.98766,18.4,83.3,26.3,31,31977.6,30695.4,1400.8,1617.7,23,3,Wet,Lion,3,0.37,0
evt_77f432dd,ZONE_C03,-1.98784,35.02933,17.5,88.6,,31,34710.6,30268.9,3528.4,1617.0,23,3,Wet,Zebra,3,0.37,0
evt_ae919d58,ZONE_E03,-1.61718,34.97299,14.2,95.2,0.0,32,30348.7,27981.3,42673.7,1315.8,1,3,Wet,Lion,6,0.31,0
evt_22ae4f63,ZONE_D02,-1.78054,34.80004,15.5,89.4,19.6,55,11132.9,2163.7,33005.3,1403.7,3,3,Wet,Zebra,1,0.41,0
evt_98a76f62,ZONE_D02,-1.79146,34.82204,17.0,87.6,24.8,51,13578.6,2627.1,30477.3,1381.4,4,3,Wet,Zebra,1,0.41,0
evt_da097a9a,ZONE_C05,-2.04725,35.33554,18.7,93.8,8.3,37,28105.3,22701.1,37655.4,1340.8,5,3,Wet,Lion,7,0.16,0
evt_905b7525,ZONE_D04,-1.72492,35.12194,19.6,86.5,0.0,36,46896.0,36741.9,33455.2,1362.1,6,3,Wet,Elephant,11,0.13,0
evt_6557d60f,ZONE_E03,-1.65053,35.0412,17.5,84.3,0.0,39,37934.1,31542.5,39128.2,1372.3,6,3,Wet,Lion,6,0.15,0
evt_6b5ce597,ZONE_C01,-1.99111,34.56244,22.0,87.3,24.0,34,15287.0,12806.6,45657.1,1372.7,7,3,Wet,Zebra,1,0.12,0
evt_295023ea,ZONE_B04,-2.24706,35.10991,19.7,83.6,9.2,34,5892.3,11295.6,30064.2,1401.6,7,3,Wet,Zebra,1,0.16,0
evt_da4488e6,ZONE_D02,-1.81251,34.77367,21.0,82.1,20.6,47,8218.6,3239.6,32669.7,1404.4,7,3,Wet,Buffalo,1,0.19,0
evt_f8529d7a,ZONE_E04,-1.53557,35.21787,18.8,78.2,38.5,32,57566.8,54970.3,21474.7,1294.3,8,3,Wet,Lion,15,0.24,0
evt_c6ae9ed6,ZONE_D02,-1.80166,34.79379,21.7,87.4,32.7,82,10436.1,714.0,31804.8,1391.8,8,3,Wet,Elephant,1,0.28,0
evt_a4b35aba,ZONE_D02,-1.79784,34.87173,22.1,81.1,0.0,35,19107.9,7975.4,26617.9,1393.8,8,3,Wet,Lion,1,0.15,0
evt_182e1f88,ZONE_C03,-1.92356,34.99595,24.7,80.1,0.0,38,32894.0,25748.9,8511.4,1476.0,8,3,Wet,Zebra,3,0.22,0
evt_1774e216,ZONE_A04,-2.31654,35.10013,26.4,81.6,0.0,28,2057.5,17060.4,36914.6,1359.1,11,3,Wet,Lion,0,0.26,1
evt_7c550fb6,ZONE_C03,-2.02553,35.05704,25.0,68.5,0.0,37,30526.5,25073.6,6945.8,1576.0,11,3,Wet,Elephant,3,0.28,0
evt_d4f4c94b,ZONE_A03,-2.34632,35.05199,26.7,69.4,23.1,35,5152.1,23133.3,38940.3,1291.8,14,3,Wet,Zebra,6,0.24,0
evt_d510b38c,ZONE_D03,-1.77647,35.07719,27.8,76.4,0.0,37,41933.6,30917.7,26294.5,1454.5,15,3,Wet,Zebra,1,0.17,0
evt_980421c3,ZONE_A04,-2.4707,35.1181,26.0,73.1,15.5,35,18992.2,31445.7,53959.5,1328.8,15,3,Wet,Zebra,0,0.23,0
evt_bc0e5338,ZONE_D02,-1.80668,34.76164,25.9,67.5,0.0,47,6850.4,4328.1,34114.8,1381.6,16,3,Wet,Buffalo,1,0.18,0
evt_14cfe6fa,ZONE_D02,-1.80574,34.82834,25.9,67.0,,52,14263.6,3213.6,28819.0,1393.5,16,3,Wet,Zebra,1,0.27,0
evt_6a3a18ac,ZONE_D02,-1.87288,34.76442,27.6,72.3,0.0,33,7185.4,9017.4,29752.7,1419.2,16,3,Wet,Zebra,1,0.11,0
evt_217ac7c7,ZONE_A04,-2.33535,35.12608,25.8,66.5,0.0,29,3997.6,17145.2,39833.3,1405.3,17,3,Wet,Buffalo,0,0.16,0
evt_e20eeb9d,ZONE_D02,-1.84906,34.75848,24.9,74.5,29.2,37,6504.1,7144.4,31656.0,1404.0,18,3,Wet,Lion,1,0.13,0
evt_8c1e080f,ZONE_D05,-1.84903,35.32452,22.8,74.7,70.3,30,50154.0,41406.7,28933.7,1357.2,18,3,Wet,Zebra,16,0.17,0
evt_e058aad9,ZONE_C03,-1.92008,35.03668,22.2,80.2,0.0,39,37427.6,29498.6,9776.5,1602.0,19,3,Wet,Lion,3,0.22,0
evt_5b6bd724,ZONE_C03,-1.99617,34.97441,22.8,75.8,0.0,33,30503.0,29180.7,2875.3,1577.5,19,3,Wet,Zebra,3,0.15,0
evt_39f2cfa2,ZONE_E03,-1.53158,35.04055,21.1,77.0,36.7,31,37868.0,40071.1,40671.7,1274.3,20,3,Wet,Zebra,6,0.4,0
evt_d3ba33bc,ZONE_D02,-1.85073,34.76708,19.7,85.3,0.0,38,7466.8,6723.8,30749.5,1410.1,21,3,Wet,Zebra,1,0.33,0
evt_28a47194,ZONE_E03,-1.59398,35.0416,20.2,84.2,0.0,38,37979.6,35296.6,39842.7,1326.5,21,3,Wet,Zebra,6,0.37,0
evt_30377cfd,ZONE_B05,-2.24309,35.3008,19.5,84.0,0.0,33,6351.8,12182.0,42986.4,1341.5,21,3,Wet,Zebra,5,0.33,0
evt_a88f40ab,ZONE_C01,-1.99649,34.56011,15.1,90.4,0.0,33,15563.6,12334.3,45087.1,1371.5,2,3,Wet,Zebra,1,0.39,1
evt_14c0c656,ZONE_D01,-1.88455,34.69269,16.2,90.7,15.1,20,887.1,15186.1,36484.7,1402.4,2,3,Wet,Buffalo,7,0.46,0
evt_f11b3024,ZONE_D03,-1.82254,35.02577,15.7,89.7,0.0,36,36208.4,25216.8,19939.8,1402.6,3,3,Wet,Zebra,1,0.42,0
evt_ed58c379,ZONE_C05,-1.91855,35.44777,18.7,83.0,5.3,38,42427.5,41683.5,35816.4,1276.3,7,3,Wet,Zebra,7,0.25,0
evt_e73a626b,ZONE_B04,-2.26421,35.21972,18.6,82.6,0.0,38,4024.8,7468.8,38199.6,1373.7,7,3,Wet,Zebra,1,0.15,0
evt_e44c3d34,ZONE_C03,-1.9845,35.02609,22.2,86.2,35.4,37,35085.4,30783.8,3373.0,1600.0,7,3,Wet,Zebra,3,0.26,0
evt_4cfa596f,ZONE_A04,-2.34369,35.14813,19.9,83.3,0.0,28,4888.8,16985.0,41610.5,1289.6,7,3,Wet,Zebra,0,0.14,0
evt_c094039f,ZONE_B04,-2.23464,35.14278,19.8,81.6,0.0,32,7354.7,7433.6,30535.4,1430.7,8,3,Wet,Buffalo,1,0.11,0
evt_5fcadf91,ZONE_A03,-2.35949,34.94295,21.9,83.0,0.0,39,6649.1,33618.3,38366.8,1435.0,8,3,Wet,Zebra,6,0.16,0
evt_14bea939,ZONE_C03,-2.03321,34.90469,23.1,74.2,0.0,33,22747.6,28422.0,11217.1,1546.4,9,3,Wet,Buffalo,3,0.13,0
evt_ec07f032,ZONE_D05,-1.81579,35.38244,20.6,77.5,0.0,33,53844.3,47288.6,24074.1,1314.6,9,3,Wet,Buffalo,16,0.21,0
evt_c4d2d3ce,ZONE_D03,-1.78511,34.90513,22.5,75.8,29.0,38,22798.5,11800.9,26117.4,1441.6,9,3,Wet,Zebra,1,0.2,0
evt_e1b3b192,ZONE_B04,-2.26453,35.10097,25.9,65.2,34.5,33,4072.4,13136.0,31481.9,1404.1,14,3,Wet,Buffalo,1,0.2,1
evt_0276c8a5,ZONE_C03,-2.06352,34.97805,26.3,73.4,0.0,35,26313.1,28957.5,7472.2,1591.6,16,3,Wet,Zebra,3,0.21,0
evt_889689c3,ZONE_D02,-1.75875,34.83264,23.6,73.2,0.0,37,14759.7,5847.9,32643.2,1426.0,17,3,Wet,Elephant,1,0.2,0
evt_d300af36,ZONE_C03,-2.01966,34.95644,26.3,72.6,9.1,31,28516.5,29980.3,5311.2,1528.0,17,3,Wet,Zebra,3,0.26,0
evt_e765f506,ZONE_D02,-1.83862,34.84448,25.4,75.1,,41,16083.4,6548.0,24914.5,1446.0,18,3,Wet,Zebra,1,0.23,0
evt_b9a42a7b,ZONE_A04,-2.34485,35.14248,23.6,84.4,18.0,29,5105.0,17328.1,41485.0,1332.8,19,3,Wet,Buffalo,0,0.2,0
evt_f5bc6311,ZONE_D02,-1.78328,34.8739,22.9,79.1,5.8,36,19329.7,8421.5,27876.8,1444.9,19,3,Wet,Lion,1,0.19,0
evt_e9c6b861,ZONE_D02,-1.74847,34.85015,23.1,80.0,0.0,40,16693.1,7993.7,32551.3,1384.8,19,3,Wet,Buffalo,1,0.2,0
evt_b9642861,ZONE_C03,-2.02002,34.98302,19.3,80.8,0.0,39,31141.0,31333.6,2918.2,1573.4,21,3,Wet,Zebra,3,0.44,0
evt_cbe599c1,ZONE_D03,-1.87762,34.93099,17.7,87.1,2.7,39,25695.5,16924.2,15620.1,1486.6,22,3,Wet,Elephant,1,0.29,0
evt_defcac06,ZONE_A03,-2.30005,35.07393,17.4,84.7,21.4,17,277.8,17887.8,34360.1,1368.2,22,3,Wet,None Detected,6,0.49,0
evt_23f310bc,ZONE_A04,-2.43752,35.22122,18.8,85.5,17.2,34,15311.0,26516.1,54507.1,1320.6,22,3,Wet,Buffalo,0,0.31,0
evt_ab21edca,ZONE_B03,-2.2052,35.09379,16.4,87.9,0.0,40,10543.7,11815.2,25084.6,1441.3,23,3,Wet,Lion,3,0.41,0
evt_7e2bae4c,ZONE_B02,-2.14339,34.7614,16.1,85.7,0.0,36,6906.5,18571.9,30938.9,1391.0,0,3,Wet,Zebra,22,0.41,1
evt_be3a3d9f,ZONE_D02,-1.7737,34.71968,16.2,87.9,0.0,33,2378.2,9393.5,40046.6,1369.1,1,3,Wet,Buffalo,1,0.34,0
evt_9384690a,ZONE_B04,-2.29838,35.14028,17.6,88.0,9.9,15,866.4,12794.0,36657.0,1353.1,3,3,Wet,None Detected,1,0.43,1
evt_3ef23b97,ZONE_B04,-2.25781,35.14628,13.9,92.5,4.5,30,4751.8,8771.7,32954.5,1353.7,3,3,Wet,Zebra,1,0.4,0
evt_c3514ec7,ZONE_B03,-2.14021,34.90581,15.3,89.7,0.0,34,17769.7,33358.0,18778.1,1461.2,3,3,Wet,Buffalo,3,0.31,0
evt_e6702ae5,ZONE_A02,-2.38761,34.7685,17.5,88.3,13.5,38,7692.6,37058.5,18771.1,1359.9,4,3,Wet,Buffalo,26,0.33,0
evt_dc3c27ac,ZONE_C03,-1.91633,34.97053,16.7,88.2,20.0,34,30078.2,22945.5,9863.2,1550.0,4,3,Wet,Buffalo,3,0.27,0
evt_ffa5406c,ZONE_B03,-2.20107,34.91082,16.3,84.8,16.1,39,11004.0,32132.3,24456.2,1458.5,4,3,Wet,Zebra,3,0.35,0
evt_0ed293d4,ZONE_D02,-1.81626,34.75314,17.4,89.3,0.0,38,6013.0,5512.4,34206.0,1415.6,5,3,Wet,Zebra,1,0.25,0
evt_05c05417,ZONE_C03,-1.97254,35.00144,18.1,90.7,0.0,30,33500.8,29483.7,3057.2,1579.0,5,3,Wet,Lion,3,0.16,0
evt_72f2e1da,ZONE_E05,-1.51661,35.34111,18.7,90.8,15.3,38,71264.1,67898.1,11350.2,1274.7,6,3,Wet,Zebra,14,0.26,0
evt_eed28df2,ZONE_C03,-1.97057,35.03334,20.3,86.8,0.0,36,36631.7,31524.0,4943.2,1550.1,6,3,Wet,Lion,3,0.18,0
evt_f89f0e5f,ZONE_E04,-1.64548,35.18318,19.4,86.3,7.9,34,53705.3,45923.1,24625.1,1343.9,6,3,Wet,Zebra,15,0.22,0
evt_d204a4bb,ZONE_D02,-1.78037,34.82268,18.6,82.8,0.0,54,13647.7,3334.5,31381.1,1377.8,6,3,Wet,Zebra,1,0.22,0
evt_271d2912,ZONE_B04,-2.27602,35.13645,24.2,74.7,0.0,32,2699.1,11014.8,34233.1,1403.0,10,3,Wet,Buffalo,1,0.24,1
evt_8e82d8c8,ZONE_A02,-2.34431,34.72566,23.6,70.1,0.0,28,2973.1,30544.0,15273.1,1314.7,11,3,Wet,Buffalo,26,0.27,0
evt_9506fd30,ZONE_B04,-2.29556,35.11158,29.6,65.6,5.0,19,498.7,14472.1,35126.0,1326.1,14,3,Wet,Zebra,1,0.42,1
evt_d28429be,ZONE_D04,-1.77023,35.23546,25.1,74.2,32.1,33,58907.9,47950.5,26319.8,1407.5,15,3,Wet,Elephant,11,0.13,0
evt_ef68c97f,ZONE_D02,-1.81999,34.82679,27.2,71.4,7.6,50,14110.3,3715.9,27770.0,1429.5,15,3,Wet,Zebra,1,0.3,0
evt_65e65f15,ZONE_B03,-2.2601,35.04117,25.2,71.2,20.8,29,4570.1,18870.9,29281.0,1355.3,15,3,Wet,Buffalo,3,0.2,0
evt_b04e65f9,ZONE_C04,-2.04006,35.10697,25.1,68.4,7.6,33,28910.2,20570.6,12694.6,1481.2,16,3,Wet,Buffalo,6,0.15,0
evt_03760c40,ZONE_D02,-1.89668,34.83484,24.1,76.1,0.0,35,15018.0,11426.5,21653.5,1442.9,17,3,Wet,Lion,1,0.24,0
evt_7c2cec45,ZONE_D02,-1.79402,34.75813,24.4,78.3,0.8,41,6525.9,4701.1,35315.1,1380.7,18,3,Wet,Zebra,1,0.23,0
